Geneid,ACC1,ACC2,ACC3,ACC4,ACC5,ACC6,ACC7,ACC8,ACV1,ACV2,ACV3,ACV4,ACV5,ACV6,ACV7,ACV8,AVV10,AVV3,AVV4,AVV5,AVV6,AVV7,AVV8,AVV9
AlixG036497,3,0,0,28,28,0,0,0,47,0,82,3,13,0,0,0,51,0,55,0,27,0,3,0
AlixG036510,687,900,67,2398,2604,455,74,199,3295,793,5676,130,82,65,165,209,5524,708,1270,268,1507,80,77,722
AlixG036501,461,234,319,401,242,170,111,120,313,259,201,385,646,427,898,342,429,300,346,466,500,436,362,548
AlixG036512,230,221,20,584,802,164,26,74,1085,216,1749,30,30,15,39,96,1966,232,475,99,552,22,25,113
AlixG036476,0,0,0,6,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036474,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0
AlixG036483,0,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
AlixG036489,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
AlixG036492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036756,314,155,63,70,100,197,46,93,291,311,103,121,266,233,138,113,168,267,238,186,188,273,59,209
AlixG036744,0,2,1,13,45,0,1,0,79,0,228,0,0,0,0,0,39,1,49,0,4,0,1,0
AlixG036761,597,400,171,220,279,252,35,136,333,612,628,231,410,428,214,302,869,356,423,390,450,449,337,368
AlixG036750,17,85,200,276,163,119,474,47,427,107,38,251,1300,227,214,58,111,2058,241,426,394,279,683,880
AlixG036754,722,529,78,94,142,317,32,27,264,430,250,107,300,191,122,251,242,751,228,332,158,222,350,526
AlixG036732,3037,3869,1033,449,2122,599,194,169,2044,3958,1473,434,459,361,8665,2273,6789,1985,1205,2395,1397,888,5406,3173
AlixG036747,358,686,47,39,83,780,13,16,161,611,139,27,49,31,118,377,145,348,65,629,105,258,55,356
AlixG036752,17,3,7,37,89,0,0,2,41,20,8,49,13,40,418,19,293,79,27,49,32,33,151,58
AlixG036753,766,384,1148,1636,1647,172,196,462,1647,526,2400,1409,1093,945,2967,2025,2307,1160,1379,1305,2388,1122,990,3797
AlixG036757,8,13,49,29,462,7,3,14,92,5,42,4,4,52,1704,652,3179,352,369,336,1021,382,444,393
AlixG036745,39,6,0,0,65,3,1,1,0,21,2,4,1,2,5,8,2,20,0,0,2,3,4,2
AlixG036755,191,98,19,15,43,87,12,4,49,80,54,25,78,43,25,61,71,242,41,93,42,58,115,115
AlixG036733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG036743,0,1,0,5,6,2,0,0,0,0,13,0,0,0,0,0,4,0,1,0,0,0,3,5
AlixG036749,9,6,2,1,0,0,0,0,0,0,0,42,45,0,0,0,16,191,0,0,19,0,0,1
AlixG047289,0,0,2,16,24,3,7,4,2,1,1,10,80,29,17,0,10,17,17,6,3,27,163,23
AlixG047288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047290,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2
AlixG047291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AlixG047529,0,0,0,2,2,0,2,0,0,0,0,0,0,0,7,12,43,0,1,0,0,2,1,18
AlixG046995,169,268,136,64,148,133,10,20,209,376,165,32,178,123,607,176,433,259,286,345,254,160,336,557
AlixG046994,0,1,0,0,1,0,0,0,0,0,0,0,3,2,0,1,2,2,1,1,0,2,0,4
AlixG046996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047355,31,90,0,0,10,111,0,0,0,12,73,0,50,8,86,28,32,69,3,69,16,22,65,36
AlixG047356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047354,10,4,0,0,0,9,0,0,0,0,1,0,7,0,1,10,4,7,0,7,0,0,4,1
AlixG047411,11,5,13,12,3,0,2,4,4,11,4,1,15,13,5,2,11,10,0,3,0,6,20,17
AlixG047410,6,0,5,1,0,1,0,0,3,1,2,2,0,2,1,0,5,1,2,3,0,4,1,1
AlixG046901,915,785,360,360,432,225,279,328,1136,365,1005,711,1012,913,676,399,1673,806,873,644,918,971,740,741
AlixG046902,1739,2004,1041,400,726,1549,911,352,804,1364,787,2187,1584,1247,1463,1051,527,1580,651,1039,994,1557,962,1377
AlixG046900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AlixG047654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047469,228,262,93,279,76,332,33,75,234,363,236,225,116,247,330,333,141,147,391,117,274,196,192,169
AlixG047470,85,50,30,32,57,10,17,40,166,144,115,62,78,99,63,75,82,74,169,114,113,115,188,145
AlixG046562,1,1,0,15,9,2,2,0,0,0,0,0,0,1,0,0,0,5,0,10,1,0,2,0
AlixG046561,0,1,0,2,17,0,0,2,11,0,0,0,5,0,0,0,0,2,2,6,4,0,6,0
AlixG046563,17,2,0,5,10,0,8,1,26,2,6,9,5,6,8,115,9,55,3,16,0,4,10,7
AlixG046559,1,4,0,3,22,0,6,0,4,1,1,71,0,17,5,2,0,65,15,30,6,0,15,4
AlixG046556,1,4,5,0,2,0,0,2,7,1,1,8,4,2,20,0,8,3,0,8,1,3,9,9
AlixG046557,14,1,0,1,19,0,0,0,30,0,20,64,4,1,12,15,4,77,10,64,2,7,24,11
AlixG046560,24,249,3,50,34,53,7,0,1,29,94,26,20,4,24,1,13,28,5,18,5,10,26,45
AlixG046558,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,5,2,1,0
AlixG046646,6097,3060,2651,8506,1936,3066,3871,1358,2463,2103,3137,5576,4555,4695,6723,4169,2837,4419,4314,4074,5576,6075,4192,6174
AlixG046647,768,10,43,83,327,6,33,28,163,79,609,1499,52,230,404,190,303,79,31,863,135,336,76,65
AlixG046649,6,0,19,3,62,0,4,22,7,7,49,225,0,1,36,19,0,0,0,80,6,4,0,14
AlixG046648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046650,44,36,34,30,14,39,8,9,38,81,23,14,69,21,36,54,28,33,8,34,36,21,14,40
AlixG047592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046993,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,7,0,2,11,7,3,0
AlixG046992,14,111,41,6,2,17,10,3,6,93,27,9,77,4,71,12,4,36,42,69,16,21,25,13
AlixG046990,45,47,21,34,45,34,5,10,157,7,169,13,43,16,30,32,245,44,149,142,47,32,122,44
AlixG046989,3,1,7,5,7,0,0,0,14,1,8,0,0,2,5,5,29,0,34,9,14,4,7,2
AlixG047270,6,20,35,2,42,110,4,27,104,122,37,6,171,71,104,512,706,195,174,27,100,148,198,225
AlixG047271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046286,16,49,27,7,265,34,16,11,97,88,49,2,83,70,26,58,58,35,197,52,110,511,78,17
AlixG046295,377,416,150,87,56,270,166,50,71,482,117,105,258,220,275,123,136,304,155,300,158,278,160,178
AlixG046297,2999,2862,804,7342,5905,269,1309,1130,1266,532,3324,12097,1463,2538,1272,1486,418,2583,1013,999,3973,845,3487,2521
AlixG046292,55,216,18,14,45,75,52,5,29,67,15,9,40,18,25,98,26,74,39,77,155,59,24,150
AlixG046291,1315,806,504,525,301,238,366,219,974,650,688,532,1200,1436,871,748,759,1234,809,1356,602,1005,921,1115
AlixG046287,469,190,152,127,49,47,103,53,275,237,198,135,362,333,230,189,189,459,172,399,196,283,219,255
AlixG046290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046897,52,8,17,4,15,6,2,0,34,4,17,4,52,48,26,11,57,23,98,20,21,27,74,48
AlixG046895,26,9,11,5,15,4,14,21,34,24,19,19,39,19,23,15,58,32,7,38,22,33,72,12
AlixG046896,41,7,11,11,21,0,1,5,15,30,38,3,15,26,15,10,19,25,34,33,5,21,60,14
AlixG046898,57,14,21,8,14,81,0,12,76,63,34,6,56,79,29,34,53,48,58,13,17,37,52,27
AlixG046950,0,0,1,0,0,0,0,0,0,2,0,234,4,0,0,0,0,0,13,2,0,21,0,23
AlixG046953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046951,547,102,195,504,2683,68,158,84,664,189,253,4054,165,60,290,180,68,677,519,222,764,372,644,436
AlixG046955,410,328,185,746,1624,51,108,139,343,120,223,5881,220,198,257,222,209,393,495,411,686,639,971,307
AlixG046952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046954,0,70,0,0,62,0,0,0,0,0,0,4,10,1,0,0,0,0,0,0,0,1,0,1
AlixG047171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
AlixG047166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047169,0,0,0,0,0,0,0,0,4,0,0,0,0,0,100,0,0,0,0,0,0,0,2,0
AlixG047167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,0,0,0
AlixG047172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047634,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047392,82,31,25,17,11,22,4,15,61,154,66,9,80,46,34,76,36,56,69,40,37,40,40,43
AlixG047391,57,76,30,50,28,22,6,4,147,294,39,15,63,76,47,141,43,89,211,42,43,50,50,64
AlixG047393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047438,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,3,0,0,1,0
AlixG047439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047440,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
AlixG047441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046345,12,0,4,1,7,1,31,5,28,9,18,2,425,27,54,57,6,853,18,168,6,11,17,197
AlixG046342,107,22,46,27,102,52,34,24,74,24,75,12,39,101,224,96,54,44,337,72,71,91,393,90
AlixG046357,8,2,2,3,4,0,6,3,15,2,1,0,5,16,8,0,9,7,4,8,5,13,1,3
AlixG046346,0,0,66,10,4,0,27,12,136,41,0,22,313,65,2,0,51,534,0,93,4,0,31,2
AlixG046343,13,5,7,1,9,1,3,0,7,2,39,2,0,2,22,52,13,7,58,7,20,13,67,46
AlixG046347,10,0,32,7,87,6,66,0,2,30,20,1,28,80,34,19,113,0,12,2,289,99,92,37
AlixG046354,5,6,10,6,60,1,0,10,16,3,6,17,6,42,9,4,8,22,15,7,2,25,11,3
AlixG046351,10,7,15,31,102,1,8,4,50,27,25,44,15,39,54,53,35,9,64,104,42,27,45,194
AlixG046355,13,31,40,41,15,60,21,6,61,41,17,7,61,187,42,134,18,2,192,17,30,1,181,39
AlixG046349,7,2,4,11,47,14,4,3,7,12,37,50,15,160,40,32,54,17,51,34,25,29,42,170
AlixG046344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046348,0,0,1,8,0,0,0,0,3,0,6,1,2,4,10,1,5,0,3,2,0,2,2,1
AlixG046352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046353,0,0,0,1,0,1,0,0,0,5,0,8,0,0,2,0,0,0,23,11,0,0,0,0
AlixG046356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046884,2495,2013,1025,529,453,2221,110,436,952,3398,884,296,1757,1080,1856,2086,1186,2681,1237,2141,1374,2467,1093,3765
AlixG046885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047581,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047365,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AlixG047367,62,12,183,2,72,16,16,11,178,94,90,182,91,55,160,78,62,95,234,201,244,188,236,524
AlixG047366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047341,0,0,45,26,0,0,0,11,110,0,64,0,37,0,20,0,0,0,13,0,87,47,16,39
AlixG047342,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,5,0,0
AlixG047425,66,171,1,10,8,27,3,8,15,135,22,0,12,3,4,93,50,1,27,27,20,9,4,5
AlixG047426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0
AlixG047322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047035,0,6,0,10,7,4,2,0,11,15,0,218,0,2,1,8,11,2,5,1,4,1,0,2
AlixG047034,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0
AlixG047421,26,15,1,0,0,73,10,5,0,3,8,31,9,19,8,7,1,16,8,29,37,11,7,11
AlixG047420,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,3,0,1
AlixG047584,169,323,49,41,18,22,43,42,32,62,50,40,121,102,115,127,27,182,53,136,73,65,141,84
AlixG046808,264,162,119,171,46,38,27,68,222,141,141,119,296,660,251,215,49,452,271,497,137,382,491,391
AlixG046807,12,711,13,5,115,85,42,50,35,445,17,22,40,147,69,84,204,303,29,362,38,119,38,398
AlixG046809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046806,50,51,7,59,20,4,16,6,4,59,9,6,33,37,16,18,21,32,11,54,34,28,16,50
AlixG047413,159,205,148,141,31,149,41,22,105,180,99,49,158,151,230,153,166,158,139,205,121,226,227,407
AlixG046666,72,36,30,40,29,95,24,10,30,224,118,18,91,59,55,79,36,95,74,324,147,143,61,120
AlixG046667,0,0,0,0,4,0,1,0,2,0,4,3,0,0,0,0,2,0,5,0,0,0,22,2
AlixG046668,24,11,0,4,34,0,7,11,5,9,20,0,17,7,8,103,155,2,4,13,12,10,18,20
AlixG046665,69,15,50,8,15,19,0,12,44,33,60,122,82,111,138,7,137,31,32,99,60,87,34,93
AlixG046670,142,31,52,13,912,138,26,2,112,93,53,47,204,120,138,140,47,200,153,111,97,225,136,172
AlixG046664,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
AlixG046669,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
AlixG047325,6,7,6,147,394,22,8,13,513,85,495,7,5,2,1,0,829,14,226,16,237,26,3,24
AlixG047409,5,2,2,0,1,0,1,0,2,0,2,1,1,3,2,0,0,9,2,0,9,0,11,8
AlixG047475,24,39,2,3,17,2,1,0,11,5,13,2,5,5,32,18,14,7,4,9,7,9,4,14
AlixG047678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047364,673,1419,1948,3041,16973,459,1537,3179,9877,2359,4855,12452,3504,2792,3910,11898,1379,5069,10362,1734,2975,7721,8546,1636
AlixG047587,0,0,0,13,0,0,0,0,0,0,0,9,0,28,26,34,25,6,0,0,17,0,0,30
AlixG047567,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AlixG047566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
AlixG046833,1159,1370,123,4541,4473,736,220,787,9249,1735,12996,182,126,54,295,450,9182,629,2933,943,2744,108,299,172
AlixG046834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046548,160,129,56,14,44,124,14,26,135,112,60,27,54,102,26,60,79,59,45,131,122,57,63,58
AlixG046553,349,249,32,22,61,114,3,8,116,138,108,27,46,156,100,66,73,117,40,82,69,78,88,68
AlixG046545,1229,2603,207,317,305,1063,53,65,431,1383,408,163,313,323,1052,701,1962,1223,900,1252,895,740,1064,1337
AlixG046549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG046552,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
AlixG047667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AlixG047353,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,4
AlixG008895,46,402,34,289,53,150,11,2,87,60,31,2,1,11,26,23,21,164,23,197,25,61,15,619
AlixG008892,8499,12344,1689,5328,5751,4336,1516,1746,12345,10905,16061,1445,3789,3811,3664,9345,22433,6565,8504,7986,7554,3091,3683,6087
AlixG008894,0,0,1,58,36,0,0,14,293,0,263,3,0,4,0,0,59,0,76,0,65,0,0,0
AlixG008898,0,3,7,0,55,12,6,2,4,0,22,11,0,1,285,30,319,13,31,20,53,61,192,50
AlixG008901,82,68,28,33,148,18,9,27,97,83,140,183,53,36,71,58,84,131,193,180,367,468,363,208
AlixG008908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008909,0,0,0,67,69,0,2,25,118,0,161,2,0,2,2,0,325,0,62,11,118,1,0,1
AlixG008911,3,0,9,2,113,0,0,0,4,11,26,0,0,0,116,69,819,16,133,11,65,159,112,175
AlixG008889,412,228,187,388,479,80,227,125,463,242,471,222,486,347,317,342,301,467,477,401,662,395,582,449
AlixG008907,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AlixG008884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008899,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008902,0,1,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,4,7,2,0
AlixG008903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008906,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AlixG008910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
